year,month,county,species,region,stocked_fish _stk,biomass_ton,released_smolt_stk,feed_given_ton,harvested_stk,harvested_ton,dead_fish_stk,draft_stk,escape_stk,other_stk,time,FCR_year,gained_weight
2008,12,4_Møre og Romsdal,salmon,2_Central,35103.5,56801.0,591.5,9191.3,1905.4,9900.4,303.0,91.2,0.0,-73.5,2008-12,1.331296487610018,6296.499999999993
2008,01,5_Vestland,rainbow trout,3_South,15790.6,23191.7,653.6,3645.5,933.0,4218.7,87.2,17.0,0.0,-41.3,2008-01,1.311622541810259,
2008,02,5_Vestland,rainbow trout,3_South,14559.5,22099.9,0.0,3051.1,809.7,3352.4,98.4,21.5,0.0,-33.6,2008-02,1.311622541810259,
2008,03,5_Vestland,rainbow trout,3_South,15514.7,22134.6,1270.6,2901.9,549.0,2403.0,89.2,17.2,0.0,-44.2,2008-03,1.311622541810259,
2008,04,5_Vestland,rainbow trout,3_South,15598.3,21516.6,741.3,3425.8,751.5,3250.1,100.0,38.5,0.0,-27.2,2008-04,1.311622541810259,
2008,05,5_Vestland,rainbow trout,3_South,15114.1,21977.4,1176.6,4868.3,715.7,3097.1,86.2,16.4,1.0,-9.8,2008-05,1.311622541810259,
2008,06,5_Vestland,rainbow trout,3_South,15355.5,24441.9,197.4,6421.5,694.1,2784.9,165.6,17.0,0.0,-12.8,2008-06,1.311622541810259,
2008,07,5_Vestland,rainbow trout,3_South,14943.9,25031.2,1070.7,7401.6,1107.6,4448.0,279.1,25.8,0.0,-41.0,2008-07,1.311622541810259,
2008,08,5_Vestland,rainbow trout,3_South,15891.2,27042.0,1857.3,7616.4,788.9,2983.9,238.9,17.6,0.0,12.4,2008-08,1.311622541810259,
2008,09,5_Vestland,rainbow trout,3_South,15913.2,27675.2,1212.1,7518.2,1099.1,4100.7,196.4,13.4,0.0,31.5,2008-09,1.311622541810259,
2008,10,5_Vestland,rainbow trout,3_South,16289.5,28211.9,1611.2,6887.3,1408.4,5134.0,150.1,8.0,0.0,64.5,2008-10,1.311622541810259,
2008,11,5_Vestland,rainbow trout,3_South,15515.8,26482.1,921.3,5773.6,1570.6,6009.3,153.5,10.2,1.0,35.4,2008-11,1.311622541810259,
2008,12,5_Vestland,rainbow trout,3_South,14451.0,25604.9,210.3,4750.3,1045.4,3978.2,132.5,7.1,0.0,27.1,2008-12,1.311622541810259,
2008,01,5_Vestland,salmon,3_South,63904.9,114048.2,0.0,14120.5,2104.9,10477.7,825.3,108.3,0.0,39.3,2008-01,1.3704407879113385,12427.699999999997
2008,02,5_Vestland,salmon,3_South,60674.6,111685.9,0.0,13789.0,2204.7,10821.4,462.4,134.2,0.0,8.0,2008-02,1.3704407879113385,8459.099999999991
2008,03,5_Vestland,salmon,3_South,56958.0,107644.1,195.7,13325.3,2737.3,13026.4,439.7,130.5,0.0,16.1,2008-03,1.3704407879113385,8984.600000000006
2008,04,5_Vestland,salmon,3_South,61498.0,103642.6,8501.0,14320.5,3080.6,15375.8,495.8,87.0,0.0,66.7,2008-04,1.3704407879113385,11374.300000000003
2008,05,5_Vestland,salmon,3_South,78122.9,103588.8,20105.9,18691.5,3496.3,17101.2,872.9,79.8,0.0,45.4,2008-05,1.3704407879113385,17047.399999999994
2008,06,5_Vestland,salmon,3_South,71084.6,98875.2,1468.3,20382.3,3865.7,17954.2,1919.1,138.0,2.0,-202.8,2008-06,1.3704407879113385,13240.599999999991
2008,07,5_Vestland,salmon,3_South,66263.8,98372.5,606.1,24676.9,3788.2,17693.6,1444.4,259.0,2.0,-73.7,2008-07,1.3704407879113385,17190.90000000001
2008,08,5_Vestland,salmon,3_South,61437.5,102255.4,693.5,26169.4,3376.9,15299.0,1176.5,116.2,2.0,26.2,2008-08,1.3704407879113385,19181.899999999994
2008,09,5_Vestland,salmon,3_South,65646.6,106544.9,8618.2,27811.2,3158.0,14197.4,1428.2,118.6,2.3,-23.2,2008-09,1.3704407879113385,18486.899999999994
2008,10,5_Vestland,salmon,3_South,71773.0,115387.3,10685.4,28282.3,2843.3,13194.1,1028.2,136.5,1.9,173.4,2008-10,1.3704407879113385,22036.500000000015
2008,11,5_Vestland,salmon,3_South,75912.3,124880.6,6937.3,27126.3,2578.7,12947.0,650.6,221.9,3.0,-110.8,2008-11,1.3704407879113385,22440.300000000003
2008,12,5_Vestland,salmon,3_South,73395.8,129249.3,1475.3,24011.0,2803.7,14139.7,464.1,211.0,1.3,-169.9,2008-12,1.3704407879113385,18508.399999999994
2008,01,6_Rogaland og Agder,rainbow trout,3_South,27.8,91.4,0.0,13.5,33.5,162.3,0.6,0.6,0.0,0.0,2008-01,0.5707513980681241,
2008,02,6_Rogaland og Agder,rainbow trout,3_South,27.1,90.0,0.0,4.4,0.0,0.0,0.4,0.3,0.0,0.0,2008-02,0.5707513980681241,
2008,03,6_Rogaland og Agder,rainbow trout,3_South,26.9,83.7,0.0,4.0,0.0,0.0,0.3,0.0,0.0,0.0,2008-03,0.5707513980681241,
2008,04,6_Rogaland og Agder,rainbow trout,3_South,26.4,86.7,0.0,8.4,0.0,0.0,0.4,0.0,0.0,0.0,2008-04,0.5707513980681241,
2008,05,6_Rogaland og Agder,rainbow trout,3_South,26.0,94.3,0.0,15.0,0.0,0.0,0.4,0.0,0.0,0.0,2008-05,0.5707513980681241,
2008,06,6_Rogaland og Agder,rainbow trout,3_South,25.7,102.7,0.0,16.4,0.0,0.0,0.3,0.0,0.0,0.0,2008-06,0.5707513980681241,
2008,07,6_Rogaland og Agder,rainbow trout,3_South,25.2,108.9,0.0,14.6,0.0,0.0,0.5,0.0,0.0,0.0,2008-07,0.5707513980681241,
2008,08,6_Rogaland og Agder,rainbow trout,3_South,24.7,110.2,0.0,7.6,0.0,0.0,0.5,0.0,0.0,0.0,2008-08,0.5707513980681241,
2008,09,6_Rogaland og Agder,rainbow trout,3_South,17.9,75.4,0.0,10.4,5.9,34.4,0.8,0.2,0.0,0.0,2008-09,0.5707513980681241,
2008,10,6_Rogaland og Agder,rainbow trout,3_South,17.7,78.9,0.0,8.2,0.0,0.0,0.2,0.0,0.0,0.0,2008-10,0.5707513980681241,
2008,11,6_Rogaland og Agder,rainbow trout,3_South,17.5,81.6,0.0,9.0,0.0,0.0,0.2,0.0,0.0,0.0,2008-11,0.5707513980681241,
2008,12,6_Rogaland og Agder,rainbow trout,3_South,16.8,81.0,0.0,8.7,0.0,0.0,0.6,0.1,0.0,0.0,2008-12,0.5707513980681241,
2008,01,6_Rogaland og Agder,salmon,3_South,24249.9,44795.0,0.0,6005.2,1390.0,6730.2,365.7,21.2,0.0,-5.4,2008-01,1.3168997649550367,4390.5
2008,02,6_Rogaland og Agder,salmon,3_South,22923.0,43414.2,0.0,5534.4,1132.0,5528.8,225.1,16.2,0.0,29.6,2008-02,1.3168997649550367,4148.0
2008,03,6_Rogaland og Agder,salmon,3_South,21464.9,41178.9,4.0,4982.9,1164.8,5634.3,262.2,30.1,0.0,17.4,2008-03,1.3168997649550367,3399.0000000000073
2008,04,6_Rogaland og Agder,salmon,3_South,23087.5,39447.8,3037.7,4494.6,1080.8,5434.9,299.1,26.2,0.0,4.1,2008-04,1.3168997649550367,3703.800000000003
2008,05,6_Rogaland og Agder,salmon,3_South,26695.3,36092.7,5484.2,5238.0,1436.5,7394.6,457.8,37.2,0.0,104.6,2008-05,1.3168997649550367,4039.4999999999927
2008,06,6_Rogaland og Agder,salmon,3_South,24359.6,30518.4,193.4,5426.3,1647.0,8705.9,822.2,55.8,0.0,-4.1,2008-06,1.3168997649550367,3131.600000000006
2008,07,6_Rogaland og Agder,salmon,3_South,22867.7,30256.1,37.0,7060.4,1028.6,5210.8,604.6,35.1,0.0,-29.9,2008-07,1.3168997649550367,4948.5
2008,08,6_Rogaland og Agder,salmon,3_South,23587.0,33302.5,2016.7,8183.6,689.4,2954.7,521.0,31.8,0.0,-5.0,2008-08,1.3168997649550367,6001.0999999999985
2008,09,6_Rogaland og Agder,salmon,3_South,27204.7,39287.8,4343.7,9919.7,487.2,2057.8,423.9,19.3,0.0,-3.4,2008-09,1.3168997649550367,8043.100000000006
2008,10,6_Rogaland og Agder,salmon,3_South,30703.0,46277.9,4113.4,10717.6,450.7,2145.3,414.9,15.2,0.0,10.4,2008-10,1.3168997649550367,9135.400000000001
2008,11,6_Rogaland og Agder,salmon,3_South,30666.3,48553.1,1878.9,10913.9,1065.3,5339.4,388.0,57.5,0.0,-88.4,2008-11,1.3168997649550367,7614.5999999999985
2008,12,6_Rogaland og Agder,salmon,3_South,29381.9,49688.5,697.5,9403.9,1048.0,5191.8,195.6,117.9,0.0,-3.1,2008-12,1.3168997649550367,6327.200000000004
2008,11,unspecified,salmon,unspecified,466.2,1666.3,0.0,284.8,0.0,0.0,1.2,0.0,0.0,0.0,2008-11,inf,
2009,01,1_Troms og Finnmark,rainbow trout,1_North,5455.8,8205.5,0.0,734.2,60.6,261.5,20.2,0.3,0.0,-10.5,2009-01,1.4123552798035424,
2009,02,1_Troms og Finnmark,rainbow trout,1_North,5341.5,8256.7,0.0,587.1,87.9,359.8,27.7,0.0,0.0,0.0,2009-02,1.4123552798035424,
2009,03,1_Troms og Finnmark,rainbow trout,1_North,5116.0,7785.0,0.0,540.6,183.8,691.4,26.6,0.3,12.0,-4.4,2009-03,1.4123552798035424,
2009,04,1_Troms og Finnmark,rainbow trout,1_North,5050.0,7677.5,114.2,571.2,147.4,543.0,37.6,0.2,0.0,-1.8,2009-04,1.4123552798035424,
2009,05,1_Troms og Finnmark,rainbow trout,1_North,5270.1,7915.3,337.2,951.7,81.4,294.5,55.7,0.0,0.0,-0.6,2009-05,1.4123552798035424,
2009,06,1_Troms og Finnmark,rainbow trout,1_North,4988.0,8299.8,78.0,1322.3,158.8,537.0,13.8,0.0,0.0,-5.2,2009-06,1.4123552798035424,
2009,07,1_Troms og Finnmark,rainbow trout,1_North,4886.7,9344.9,114.4,2043.6,68.8,313.8,32.8,0.0,0.0,-116.3,2009-07,1.4123552798035424,
2009,08,1_Troms og Finnmark,rainbow trout,1_North,4602.5,10012.4,0.0,2441.6,252.5,974.5,38.7,0.0,0.0,43.9,2009-08,1.4123552798035424,
2009,09,1_Troms og Finnmark,rainbow trout,1_North,4379.3,10986.3,0.0,2421.9,210.0,869.4,41.8,0.3,0.0,0.0,2009-09,1.4123552798035424,
2009,10,1_Troms og Finnmark,rainbow trout,1_North,3826.7,10748.0,0.0,2194.8,435.4,1726.9,23.7,70.1,0.0,-3.1,2009-10,1.4123552798035424,
2009,11,1_Troms og Finnmark,rainbow trout,1_North,3282.9,9461.0,0.0,1398.7,557.6,2429.3,10.3,0.9,0.0,3.0,2009-11,1.4123552798035424,
2009,12,1_Troms og Finnmark,rainbow trout,1_North,2854.6,8483.3,0.0,1048.6,428.0,1749.3,8.0,0.5,0.0,2.7,2009-12,1.4123552798035424,
2009,01,1_Troms og Finnmark,salmon,1_North,46740.6,77299.5,175.8,8736.1,1952.2,10584.6,611.8,58.6,0.0,64.8,2009-01,1.3429928753002907,6872.100000000006
2009,02,1_Troms og Finnmark,salmon,1_North,44864.0,74050.3,88.5,6801.3,1636.2,8352.1,345.2,10.2,0.0,11.4,2009-02,1.3429928753002907,5102.900000000009
2009,03,1_Troms og Finnmark,salmon,1_North,42341.8,67371.7,0.0,6769.8,2256.5,12007.3,285.2,6.6,0.0,-11.1,2009-03,1.3429928753002907,5328.699999999997
2009,04,1_Troms og Finnmark,salmon,1_North,43060.3,63608.4,2487.9,5715.7,1595.1,8362.7,334.2,3.8,0.0,-8.7,2009-04,1.3429928753002907,4599.400000000009
2009,05,1_Troms og Finnmark,salmon,1_North,50916.1,63050.7,9065.3,7723.0,1829.8,6819.5,546.0,2.9,0.0,-17.0,2009-05,1.3429928753002907,6261.799999999996
2009,06,1_Troms og Finnmark,salmon,1_North,59877.9,66154.3,10853.9,11847.6,1510.3,6659.5,676.8,18.8,0.0,-32.3,2009-06,1.3429928753002907,9763.100000000006
2009,07,1_Troms og Finnmark,salmon,1_North,61675.0,78687.5,3423.0,20508.4,1079.8,4916.5,826.8,3.2,2.6,-69.0,2009-07,1.3429928753002907,17449.699999999997
2009,08,1_Troms og Finnmark,salmon,1_North,62953.9,92874.5,4205.5,27532.3,1833.5,8298.7,866.7,9.0,0.0,-92.4,2009-08,1.3429928753002907,22485.699999999997
2009,09,1_Troms og Finnmark,salmon,1_North,62995.4,101022.3,3440.0,27334.8,3133.3,15385.6,600.0,212.5,0.0,-84.9,2009-09,1.3429928753002907,23533.40000000001
2009,10,1_Troms og Finnmark,salmon,1_North,61531.4,106977.6,1987.9,26269.5,3726.8,15866.2,681.1,629.9,0.0,-195.5,2009-10,1.3429928753002907,21821.5
2009,11,1_Troms og Finnmark,salmon,1_North,58155.3,108246.6,177.2,21128.1,3135.4,17350.0,342.2,3.8,0.0,-31.6,2009-11,1.3429928753002907,18619.0
2009,12,1_Troms og Finnmark,salmon,1_North,56009.1,107327.2,709.2,14882.3,2536.9,14230.8,270.7,3.3,0.0,-64.0,2009-12,1.3429928753002907,13311.399999999994
2009,01,2_Nordland,rainbow trout,1_North,3170.9,8439.0,0.0,928.4,272.4,969.0,9.4,1.7,0.0,-4.4,2009-01,0.5508916872547596,
2009,02,2_Nordland,rainbow trout,1_North,2992.9,8365.2,0.0,800.9,166.4,679.6,12.2,1.5,0.0,9.5,2009-02,0.5508916872547596,
2009,03,2_Nordland,rainbow trout,1_North,2592.7,7433.1,0.0,785.7,390.3,1583.9,10.2,2.7,0.5,5.1,2009-03,0.5508916872547596,
2009,04,2_Nordland,rainbow trout,1_North,2440.8,6614.3,192.0,749.6,306.4,1238.9,16.4,1.5,0.0,8.0,2009-04,0.5508916872547596,
2009,05,2_Nordland,rainbow trout,1_North,2158.0,6396.8,192.0,1090.4,257.4,1043.4,23.9,2.7,0.0,11.0,2009-05,0.5508916872547596,
2009,06,2_Nordland,rainbow trout,1_North,1520.2,5218.6,0.0,1118.6,478.6,1874.7,5.4,4.4,0.0,10.3,2009-06,0.5508916872547596,
2009,07,2_Nordland,rainbow trout,1_North,1220.7,4600.5,0.0,931.7,290.2,1137.3,6.7,2.6,0.0,12.3,2009-07,0.5508916872547596,
2009,08,2_Nordland,rainbow trout,1_North,1333.6,3570.3,542.3,704.5,345.2,1563.1,78.6,3.4,0.0,45.6,2009-08,0.5508916872547596,
2009,09,2_Nordland,rainbow trout,1_North,832.3,1385.0,0.0,296.6,525.4,2449.8,3.5,3.4,0.0,30.9,2009-09,0.5508916872547596,
2009,10,2_Nordland,rainbow trout,1_North,723.3,552.3,83.3,140.8,211.7,996.2,2.6,2.4,0.0,24.5,2009-10,0.5508916872547596,
2009,11,2_Nordland,rainbow trout,1_North,1245.9,1777.7,0.0,375.0,0.0,0.0,7.7,0.0,0.0,0.0,2009-11,0.5508916872547596,
2009,12,2_Nordland,rainbow trout,1_North,661.1,599.2,0.0,194.9,57.2,226.1,2.5,0.0,0.0,0.0,2009-12,0.5508916872547596,
2009,01,2_Nordland,salmon,1_North,48911.1,92781.5,0.0,10889.8,1967.0,11141.8,303.1,6.6,12.2,90.3,2009-01,1.216331400350213,7589.600000000006
2009,02,2_Nordland,salmon,1_North,47722.0,86341.4,1806.3,9140.8,1894.9,11153.4,417.7,8.0,0.0,61.4,2009-02,1.216331400350213,4713.299999999988
2009,03,2_Nordland,salmon,1_North,42801.2,71631.9,1483.7,7501.3,1932.2,10599.8,314.2,8.8,0.0,74.0,2009-03,1.216331400350213,-4109.699999999997
2009,04,2_Nordland,salmon,1_North,43345.6,72737.5,1842.1,7696.7,1558.1,7395.8,340.2,3.4,81.1,125.3,2009-04,1.216331400350213,8501.400000000009
2009,05,2_Nordland,salmon,1_North,56048.9,81239.9,8438.6,12083.5,2823.2,12787.9,470.8,19.5,0.0,237.4,2009-05,1.216331400350213,21290.29999999999
2009,06,2_Nordland,salmon,1_North,57041.6,83142.2,3985.4,16924.1,2633.8,12309.2,411.8,9.5,0.0,73.6,2009-06,1.216331400350213,14211.5
2009,07,2_Nordland,salmon,1_North,56158.7,93164.8,3193.3,26292.1,2604.3,12334.3,737.5,15.7,0.0,13.0,2009-07,1.216331400350213,22356.90000000001
2009,08,2_Nordland,salmon,1_North,55320.8,102251.2,3327.7,30317.6,3368.1,16407.8,507.8,17.0,0.0,170.4,2009-08,1.216331400350213,25494.199999999997
2009,09,2_Nordland,salmon,1_North,59931.8,112416.8,7673.6,28530.2,3048.4,16041.2,485.5,33.8,0.0,101.4,2009-09,1.216331400350213,26206.800000000003
2009,10,2_Nordland,salmon,1_North,59504.8,116141.1,3553.1,25701.6,3201.6,17386.4,928.4,9.3,19.6,-14.0,2009-10,1.216331400350213,21110.699999999997
2009,11,2_Nordland,salmon,1_North,58063.5,115225.9,738.6,20359.6,3167.1,17597.7,1004.8,7.7,0.0,-7.2,2009-11,1.216331400350213,16682.5
2009,12,2_Nordland,salmon,1_North,54634.3,113338.8,10.0,17412.1,3273.7,18288.1,332.5,11.0,0.0,-8.5,2009-12,1.216331400350213,16401.0
2009,01,3_Trøndelag,rainbow trout,2_Central,88.2,251.8,0.0,48.1,0.6,5.2,1.2,0.0,0.0,0.0,2009-01,1.209701478302337,
2009,02,3_Trøndelag,rainbow trout,2_Central,58.6,90.4,0.0,9.0,27.7,139.8,0.5,0.0,0.0,-1.4,2009-02,1.209701478302337,
2009,03,3_Trøndelag,rainbow trout,2_Central,58.3,101.6,0.0,14.0,0.0,0.0,0.2,0.0,0.0,0.0,2009-03,1.209701478302337,
2009,04,3_Trøndelag,rainbow trout,2_Central,47.5,44.2,0.0,11.0,10.7,64.7,0.1,0.0,0.0,-0.0,2009-04,1.209701478302337,
2009,05,3_Trøndelag,rainbow trout,2_Central,47.4,49.1,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-05,1.209701478302337,
2009,06,3_Trøndelag,rainbow trout,2_Central,47.4,74.6,0.0,23.5,0.0,0.0,0.1,0.0,0.0,0.0,2009-06,1.209701478302337,
2009,07,3_Trøndelag,rainbow trout,2_Central,47.3,97.2,0.0,25.0,0.0,0.0,0.1,0.0,0.0,0.0,2009-07,1.209701478302337,
2009,08,3_Trøndelag,rainbow trout,2_Central,47.2,115.4,0.0,20.2,0.0,0.0,0.1,0.0,0.0,0.0,2009-08,1.209701478302337,
2009,09,3_Trøndelag,rainbow trout,2_Central,69.1,130.1,22.7,14.4,0.0,0.0,0.8,0.0,0.0,0.0,2009-09,1.209701478302337,
2009,10,3_Trøndelag,rainbow trout,2_Central,68.9,157.1,0.0,30.9,0.0,0.0,0.2,0.0,0.0,0.0,2009-10,1.209701478302337,
2009,11,3_Trøndelag,rainbow trout,2_Central,68.7,181.9,0.0,29.9,0.0,0.0,0.3,0.0,0.0,0.0,2009-11,1.209701478302337,
2009,12,3_Trøndelag,rainbow trout,2_Central,68.3,173.5,0.0,31.6,0.0,0.0,0.2,0.0,0.0,0.1,2009-12,1.209701478302337,
2009,01,3_Trøndelag,salmon,2_Central,58403.5,108714.9,0.0,13040.2,2718.8,13128.9,305.5,11.0,0.0,-91.8,2009-01,1.1663241562664117,10128.899999999994
2009,02,3_Trøndelag,salmon,2_Central,56155.3,106159.1,397.3,11995.4,2140.4,10698.5,215.2,8.9,0.1,-78.8,2009-02,1.1663241562664117,8142.700000000012
2009,03,3_Trøndelag,salmon,2_Central,54773.3,99961.3,2295.6,11382.4,3262.3,15813.4,358.7,16.5,0.0,-21.6,2009-03,1.1663241562664117,9615.599999999991
2009,04,3_Trøndelag,salmon,2_Central,51878.7,94297.5,2538.3,11493.1,3363.8,15392.7,462.2,14.0,0.0,79.9,2009-04,1.1663241562664117,9728.899999999994
2009,05,3_Trøndelag,salmon,2_Central,62946.2,92431.9,14893.1,14671.4,3245.6,15124.8,437.0,70.5,0.0,-74.3,2009-05,1.1663241562664117,13259.199999999997
2009,06,3_Trøndelag,salmon,2_Central,64931.1,97634.0,5309.0,20379.8,2714.0,12811.7,532.9,23.9,0.0,-130.7,2009-06,1.1663241562664117,18013.800000000003
2009,07,3_Trøndelag,salmon,2_Central,63137.5,111493.7,1126.9,27536.0,2083.2,9741.8,888.8,10.4,0.0,65.2,2009-07,1.1663241562664117,23601.5
2009,08,3_Trøndelag,salmon,2_Central,63960.6,120111.4,5302.0,32234.1,3724.4,17925.6,651.9,25.9,0.1,2.4,2009-08,1.1663241562664117,26543.300000000003
2009,09,3_Trøndelag,salmon,2_Central,70854.0,125083.3,11818.8,30440.3,4169.0,21125.5,760.8,25.3,40.6,57.7,2009-09,1.1663241562664117,26097.399999999994
2009,10,3_Trøndelag,salmon,2_Central,71525.6,127733.9,5819.4,28351.6,4219.1,22312.0,837.5,18.7,0.0,75.2,2009-10,1.1663241562664117,24962.59999999999
2009,11,3_Trøndelag,salmon,2_Central,68400.6,125983.3,1471.0,24115.7,4115.8,23064.3,531.9,16.3,0.0,122.4,2009-11,1.1663241562664117,21313.70000000001
2009,12,3_Trøndelag,salmon,2_Central,64594.2,121828.9,234.4,18318.8,3267.6,18224.6,549.2,11.2,0.0,-38.3,2009-12,1.1663241562664117,14070.199999999997
2009,01,4_Møre og Romsdal,rainbow trout,2_Central,2876.0,3225.3,0.0,559.5,33.5,124.1,4.9,1.7,0.0,1.1,2009-01,1.5771940317260877,
2009,02,4_Møre og Romsdal,rainbow trout,2_Central,2812.4,2538.3,0.0,441.1,280.6,1013.5,6.2,0.0,0.0,100.4,2009-02,1.5771940317260877,
2009,03,4_Møre og Romsdal,rainbow trout,2_Central,2374.1,1872.5,0.0,325.0,289.2,862.2,11.4,0.0,0.0,-131.4,2009-03,1.5771940317260877,
2009,04,4_Møre og Romsdal,rainbow trout,2_Central,2368.0,2217.4,0.0,448.8,0.0,0.0,3.8,0.0,0.0,0.0,2009-04,1.5771940317260877,
2009,05,4_Møre og Romsdal,rainbow trout,2_Central,2121.7,2175.0,0.0,647.9,218.3,481.7,2.5,0.0,0.0,0.0,2009-05,1.5771940317260877,
2009,06,4_Møre og Romsdal,rainbow trout,2_Central,2117.9,2986.8,0.0,1028.3,0.0,0.0,1.2,0.6,0.0,0.0,2009-06,1.5771940317260877,
2009,07,4_Møre og Romsdal,rainbow trout,2_Central,3088.8,4081.3,973.5,1303.9,0.0,0.0,4.6,0.0,0.0,0.0,2009-07,1.5771940317260877,
2009,08,4_Møre og Romsdal,rainbow trout,2_Central,2936.2,4351.0,130.9,1489.6,245.3,860.8,4.8,0.0,0.0,-33.4,2009-08,1.5771940317260877,
2009,09,4_Møre og Romsdal,rainbow trout,2_Central,3328.4,4810.1,567.0,1324.4,168.2,612.6,4.2,0.0,0.0,7.0,2009-09,1.5771940317260877,
2009,10,4_Møre og Romsdal,rainbow trout,2_Central,3445.6,4874.5,76.6,1150.8,204.2,625.5,7.1,0.0,0.0,0.0,2009-10,1.5771940317260877,
2009,11,4_Møre og Romsdal,rainbow trout,2_Central,3410.1,4423.1,239.3,1014.3,250.8,1008.3,7.2,0.2,0.0,0.2,2009-11,1.5771940317260877,
2009,12,4_Møre og Romsdal,rainbow trout,2_Central,3369.1,4398.0,164.9,1018.0,197.2,778.3,7.2,0.0,0.0,2.2,2009-12,1.5771940317260877,
2009,01,4_Møre og Romsdal,salmon,2_Central,33579.3,57713.5,0.0,7727.8,958.5,5432.1,262.4,49.1,0.0,-47.6,2009-01,1.2710881177536155,6344.5999999999985
2009,02,4_Møre og Romsdal,salmon,2_Central,30721.2,54813.7,0.0,6110.0,1086.1,5632.1,230.0,46.1,0.0,3.6,2009-02,1.2710881177536155,2732.2999999999956
2009,03,4_Møre og Romsdal,salmon,2_Central,30061.0,54194.4,812.6,5952.6,1174.3,5692.3,209.1,45.4,0.0,-36.0,2009-03,1.2710881177536155,5073.000000000007
2009,04,4_Møre og Romsdal,salmon,2_Central,30146.0,49816.6,2270.2,5950.4,1818.0,8598.8,311.3,37.5,0.0,-24.5,2009-04,1.2710881177536155,4220.999999999993
2009,05,4_Møre og Romsdal,salmon,2_Central,33747.8,49980.8,5458.7,7899.2,1505.1,6924.9,323.5,61.6,0.0,46.0,2009-05,1.2710881177536155,7089.100000000006
2009,06,4_Møre og Romsdal,salmon,2_Central,32463.0,47617.2,2231.9,10030.0,1793.5,8305.3,609.8,47.8,0.0,17.8,2009-06,1.2710881177536155,5941.699999999997
2009,07,4_Møre og Romsdal,salmon,2_Central,34639.7,54616.7,3413.6,13487.0,1683.5,7490.0,423.1,12.3,0.0,11.6,2009-07,1.2710881177536155,14489.5
2009,08,4_Møre og Romsdal,salmon,2_Central,34706.6,57714.0,2806.1,15896.7,2278.7,9756.3,443.0,32.3,0.0,49.4,2009-08,1.2710881177536155,12853.600000000006
2009,09,4_Møre og Romsdal,salmon,2_Central,35993.6,61008.6,3157.8,14118.5,1745.8,8640.1,282.8,32.1,0.0,12.1,2009-09,1.2710881177536155,11934.699999999997
2009,10,4_Møre og Romsdal,salmon,2_Central,37140.2,66626.8,2785.2,15340.8,1247.6,6949.4,263.2,33.5,0.0,53.0,2009-10,1.2710881177536155,12567.599999999999
2009,11,4_Møre og Romsdal,salmon,2_Central,35064.7,67078.3,1458.9,13414.3,1521.2,8485.5,1716.2,45.3,0.0,-17.0,2009-11,1.2710881177536155,8937.0
2009,12,4_Møre og Romsdal,salmon,2_Central,32764.0,63751.4,216.9,10888.1,2128.3,11277.6,190.9,69.1,0.0,-106.1,2009-12,1.2710881177536155,7950.699999999997
2009,01,5_Vestland,rainbow trout,3_South,14089.0,25734.1,413.3,4174.7,815.1,3236.9,88.8,10.3,0.0,25.1,2009-01,1.111944754758435,
2009,02,5_Vestland,rainbow trout,3_South,13151.7,23005.9,213.1,2490.5,1061.5,4213.4,88.8,16.2,0.0,16.7,2009-02,1.111944754758435,
2009,03,5_Vestland,rainbow trout,3_South,12339.9,19150.1,914.3,1999.6,967.5,3930.0,140.0,19.1,0.0,14.4,2009-03,1.111944754758435,
2009,04,5_Vestland,rainbow trout,3_South,13263.0,19882.4,1141.4,2872.9,640.6,2673.0,90.2,8.6,0.0,61.7,2009-04,1.111944754758435,
2009,05,5_Vestland,rainbow trout,3_South,13205.4,20023.0,892.4,4708.0,891.5,3385.9,63.2,12.3,0.0,25.9,2009-05,1.111944754758435,
2009,06,5_Vestland,rainbow trout,3_South,11465.8,18071.8,106.0,4820.5,1012.5,4138.1,158.8,14.0,0.0,-6.0,2009-06,1.111944754758435,
2009,07,5_Vestland,rainbow trout,3_South,12079.1,20751.6,1041.6,6348.4,815.1,3396.3,218.9,8.7,0.0,31.5,2009-07,1.111944754758435,
2009,08,5_Vestland,rainbow trout,3_South,13040.6,21879.8,2084.0,6430.4,914.5,3675.0,254.5,12.8,0.0,25.3,2009-08,1.111944754758435,
2009,09,5_Vestland,rainbow trout,3_South,15518.8,22480.9,3731.1,5971.2,1090.7,4358.2,193.4,9.9,0.0,-17.7,2009-09,1.111944754758435,
2009,10,5_Vestland,rainbow trout,3_South,15648.9,23123.5,1282.1,5686.7,991.8,3811.5,176.9,18.7,0.0,24.1,2009-10,1.111944754758435,
2009,11,5_Vestland,rainbow trout,3_South,14083.3,21263.3,261.0,4519.6,1131.7,4438.1,122.5,24.0,0.0,-19.6,2009-11,1.111944754758435,
2009,12,5_Vestland,rainbow trout,3_South,13306.2,21346.2,259.3,3731.1,969.7,3895.0,87.4,9.7,0.0,13.4,2009-12,1.111944754758435,
2009,01,5_Vestland,salmon,3_South,69865.6,128698.5,0.0,18632.7,2749.2,13324.1,386.5,171.5,0.0,-56.9,2009-01,1.3332792647606673,12773.300000000003
2009,02,5_Vestland,salmon,3_South,66641.9,125127.2,9.0,12793.7,2704.8,13037.4,290.3,108.9,0.0,71.8,2009-02,1.3332792647606673,9466.100000000006
