Year,Week,time,FPI EUR,FPI NOK,Currency,3-4 Kg,4-5 Kg,5-6 Kg,3-4 Kg EUR,4-5 Kg EUR,5-6 Kg EUR
2020,49,2020-12-07,3.9,41.5,10.6462,41.0,41.5,41.13,3.85,3.9,3.86
2020,50,2020-12-14,3.93,41.88,10.6468,41.45,41.86,41.59,3.89,3.93,3.91
2020,51,2020-12-21,4.13,43.56,10.5588,42.9,43.55,43.75,4.06,4.12,4.14
2020,52,2020-12-28,4.42,46.91,10.6231,46.32,46.73,47.18,4.36,4.4,4.44
2020,53,2021-01-04,4.93,51.95,10.5347,51.22,52.0,52.25,4.86,4.94,4.96
2020,53,2021-01-04,4.93,51.95,10.5347,46.58,46.6,45.54,4.42,4.42,4.32
2020,53,2021-01-04,4.93,51.95,10.3852,51.22,52.0,52.25,4.93,5.01,5.03
2020,53,2021-01-04,4.93,51.95,10.3852,46.58,46.6,45.54,4.49,4.49,4.39
2021,1,2021-01-04,4.48,46.49,10.5347,51.22,52.0,52.25,4.86,4.94,4.96
2021,1,2021-01-04,4.48,46.49,10.5347,46.58,46.6,45.54,4.42,4.42,4.32
2021,1,2021-01-04,4.48,46.49,10.3852,51.22,52.0,52.25,4.93,5.01,5.03
2021,1,2021-01-04,4.48,46.49,10.3852,46.58,46.6,45.54,4.49,4.49,4.39
2021,2,2021-01-11,4.21,43.58,10.3416,43.39,43.52,43.3,4.2,4.21,4.19
2021,3,2021-01-18,4.61,47.63,10.3266,47.1,47.59,47.82,4.56,4.61,4.63
2021,4,2021-01-25,4.4,45.76,10.4108,44.9,46.23,45.64,4.31,4.44,4.38
2021,5,2021-02-01,4.37,45.21,10.3468,45.18,45.01,45.15,4.37,4.35,4.36
2021,6,2021-02-08,4.83,49.6,10.2608,48.85,49.88,49.67,4.76,4.86,4.84
2021,7,2021-02-15,4.85,49.54,10.2057,49.01,49.83,49.41,4.8,4.88,4.84
2021,8,2021-02-22,5.37,55.28,10.3029,55.19,55.19,55.47,5.36,5.36,5.38
2021,9,2021-03-01,6.29,64.58,10.2662,64.55,64.85,64.48,6.29,6.32,6.28
2021,10,2021-03-08,6.23,62.99,10.1042,61.68,63.57,63.57,6.1,6.29,6.29
2021,11,2021-03-15,6.03,61.02,10.1261,60.46,61.27,61.42,5.97,6.05,6.07
2021,12,2021-03-22,6.35,64.46,10.153,64.17,64.65,64.92,6.32,6.37,6.39
2021,13,2021-03-29,6.94,69.67,10.0435,69.76,70.09,69.78,6.95,6.98,6.95
2021,14,2021-04-05,6.68,67.37,10.0803,64.67,68.38,69.11,6.42,6.78,6.86
2021,15,2021-04-12,6.01,60.56,10.0795,56.77,61.31,63.28,5.63,6.08,6.28
2021,16,2021-04-19,6.02,60.25,10.0149,56.61,60.15,63.87,5.65,6.01,6.38
2021,17,2021-04-26,6.56,65.5,9.9781,61.86,65.27,69.41,6.2,6.54,6.96
2021,18,2021-05-03,6.57,65.83,10.0163,62.83,66.06,68.67,6.27,6.6,6.86
2021,19,2021-05-10,7.43,74.46,10.0166,71.86,74.86,77.13,7.17,7.47,7.7
2021,20,2021-05-17,6.93,70.07,10.1095,67.16,69.65,73.81,6.64,6.89,7.3
2021,21,2021-05-24,6.17,62.85,10.1872,58.21,62.79,67.44,5.71,6.16,6.62
2021,22,2021-05-31,5.67,57.55,10.156,54.44,57.31,60.61,5.36,5.64,5.97
2021,23,2021-06-07,5.67,57.05,10.0685,54.4,56.76,59.98,5.4,5.64,5.96
2021,24,2021-06-14,6.19,62.85,10.154,58.86,62.87,67.03,5.8,6.19,6.6
2021,25,2021-06-21,5.98,60.99,10.1939,55.31,60.83,67.04,5.43,5.97,6.58
2021,26,2021-06-28,5.63,57.41,10.1971,53.36,56.8,61.98,5.23,5.57,6.08
2021,27,2021-07-05,5.76,59.23,10.2779,56.15,58.91,62.64,5.46,5.73,6.09
2021,28,2021-07-12,6.45,66.79,10.3473,63.35,66.98,70.35,6.12,6.47,6.8
2021,29,2021-07-19,6.35,66.74,10.5044,62.38,66.56,71.48,5.94,6.34,6.8
2021,30,2021-07-26,5.48,57.19,10.4384,54.09,56.39,60.48,5.18,5.4,5.79
2021,31,2021-08-02,5.33,55.7,10.441,52.51,55.35,58.85,5.03,5.3,5.64
2021,32,2021-08-09,5.47,57.04,10.4324,54.83,56.95,58.99,5.26,5.46,5.65
2021,33,2021-08-16,5.13,53.68,10.474,52.05,53.84,54.54,4.97,5.14,5.21
2021,34,2021-08-23,5.07,52.71,10.3985,50.97,52.97,53.86,4.9,5.09,5.18
2021,35,2021-08-30,5.08,52.14,10.2661,50.97,51.94,53.16,4.96,5.06,5.18
2021,36,2021-09-06,4.89,50.18,10.2609,48.35,50.15,51.69,4.71,4.89,5.04
2021,37,2021-09-13,4.91,49.8,10.151,48.64,49.54,50.68,4.79,4.88,4.99
2021,38,2021-09-20,4.93,49.99,10.1455,48.51,50.01,50.94,4.78,4.93,5.02
2021,39,2021-09-27,5.02,50.73,10.0992,49.18,50.69,51.82,4.87,5.02,5.13
2021,40,2021-10-04,5.35,53.13,9.928,51.42,53.07,54.51,5.18,5.35,5.49
2021,41,2021-10-11,5.78,56.84,9.8319,55.12,56.8,58.33,5.61,5.78,5.93
2021,42,2021-10-18,5.93,57.7,9.7312,55.96,57.63,59.2,5.75,5.92,6.08
2021,43,2021-10-25,5.77,56.13,9.7251,54.61,56.13,57.3,5.62,5.77,5.89
2021,44,2021-11-01,5.5,54.05,9.8273,53.33,54.11,54.31,5.43,5.51,5.53
2021,45,2021-11-08,5.44,53.92,9.907,53.05,54.21,54.23,5.35,5.47,5.47
2021,46,2021-11-15,5.83,57.93,9.9387,57.43,58.08,58.2,5.78,5.84,5.86
2021,47,2021-11-22,6.19,62.44,10.0791,61.63,62.72,62.98,6.11,6.22,6.25
2021,48,2021-11-29,5.89,60.44,10.2593,59.25,60.58,61.3,5.78,5.9,5.98
2021,49,2021-12-06,6.42,65.29,10.1738,64.33,65.43,66.1,6.32,6.43,6.5
2021,50,2021-12-13,7.34,74.78,10.1918,73.31,75.13,76.32,7.19,7.37,7.49
2021,51,2021-12-20,6.9,69.75,10.1032,65.98,70.18,72.68,6.53,6.95,7.19
2021,52,2021-12-27,6.48,64.76,9.9921,61.77,65.14,66.62,6.18,6.52,6.67
2022,1,2022-01-03,6.58,65.87,10.0092,63.61,65.66,68.14,6.36,6.56,6.81
2022,2,2022-01-10,7.17,71.58,9.9777,69.43,71.42,73.87,6.96,7.16,7.4
2022,3,2022-01-17,7.18,71.59,9.9746,69.13,71.57,73.83,6.93,7.18,7.4
2022,4,2022-01-24,7.03,70.8,10.066,68.94,70.98,72.45,6.85,7.05,7.2
2022,5,2022-01-31,7.37,73.53,9.9796,72.27,73.51,74.66,7.24,7.37,7.48
2022,6,2022-02-07,8.0,80.5,10.0685,79.03,80.78,82.14,7.85,8.02,8.16
2022,7,2022-02-14,9.16,92.56,10.1074,90.01,92.97,95.43,8.91,9.2,9.44
2022,8,2022-02-21,9.06,91.24,10.0745,89.14,91.27,93.88,8.85,9.06,9.32
2022,9,2022-02-28,8.64,85.27,9.8733,81.97,85.43,88.61,8.3,8.65,8.97
2022,10,2022-03-07,8.44,82.97,9.8291,80.9,82.76,85.3,8.23,8.42,8.68
2022,11,2022-03-14,8.22,80.49,9.7961,79.44,80.71,81.65,8.11,8.24,8.33
2022,12,2022-03-21,9.0,86.24,9.5872,85.47,86.58,87.01,8.92,9.03,9.08
2022,13,2022-03-28,9.19,88.42,9.6251,87.78,88.59,89.55,9.12,9.2,9.3
2022,14,2022-04-04,10.72,102.3,9.5417,101.18,102.67,104.52,10.6,10.76,10.95
2022,15,2022-04-11,11.43,109.15,9.5522,107.16,110.19,112.29,11.22,11.54,11.76
2022,16,2022-04-18,11.95,114.36,9.5679,113.56,114.96,117.07,11.87,12.02,12.24
2022,17,2022-04-25,12.77,124.96,9.7863,121.9,126.22,129.38,12.46,12.9,13.22
2022,18,2022-05-02,12.31,122.02,9.913,118.97,120.98,128.89,12.0,12.2,13.0
2022,19,2022-05-09,10.24,104.34,10.1926,97.89,103.48,113.11,9.6,10.15,11.1
2022,20,2022-05-16,9.66,99.01,10.2509,95.2,98.87,104.1,9.29,9.65,10.16
2022,21,2022-05-23,10.0,102.5,10.2476,98.13,102.84,107.71,9.58,10.04,10.51
2022,22,2022-05-30,10.0,100.87,10.091,97.46,100.99,104.97,9.66,10.01,10.4
2022,23,2022-06-06,10.49,106.57,10.1638,103.09,106.23,112.23,10.14,10.45,11.04
2022,24,2022-06-13,10.24,106.48,10.403,101.47,106.52,112.85,9.75,10.24,10.85
2022,25,2022-06-20,10.04,104.76,10.4302,100.77,104.83,109.96,9.66,10.05,10.54
2022,26,2022-06-27,9.47,98.04,10.353,94.54,98.26,102.11,9.13,9.49,9.86
2022,27,2022-07-04,9.29,95.56,10.283,93.27,96.04,98.15,9.07,9.34,9.54
2022,28,2022-07-11,8.97,92.11,10.2694,88.93,92.38,95.57,8.66,9.0,9.31
2022,29,2022-07-18,7.78,79.22,10.1777,75.3,78.56,83.75,7.4,7.72,8.23
2022,30,2022-07-25,7.13,71.06,9.9625,68.49,70.35,74.0,6.87,7.06,7.43
2022,31,2022-08-01,7.33,72.69,9.9114,70.53,72.37,74.83,7.12,7.3,7.55
2022,32,2022-08-08,7.27,71.8,9.8812,69.92,71.71,73.44,7.08,7.26,7.43
2022,33,2022-08-15,6.7,65.98,9.8453,64.63,65.73,67.01,6.56,6.68,6.81
2022,34,2022-08-22,6.17,59.81,9.6917,57.81,59.63,61.23,5.96,6.15,6.32
2022,35,2022-08-29,5.8,57.39,9.8956,55.59,57.45,58.32,5.62,5.81,5.89
2022,36,2022-09-05,6.1,60.79,9.9613,59.2,60.54,62.56,5.94,6.08,6.28
2022,37,2022-09-12,6.2,62.5,10.0804,60.78,62.29,64.15,6.03,6.18,6.36
2022,38,2022-09-19,6.14,62.96,10.262,61.17,62.85,64.64,5.96,6.12,6.3
2022,39,2022-09-26,6.07,63.35,10.4398,61.39,63.24,65.05,5.88,6.06,6.23
2022,40,2022-10-03,6.51,68.27,10.4841,66.88,68.13,69.64,6.38,6.5,6.64
2022,41,2022-10-10,6.93,71.85,10.3721,70.82,71.84,72.74,6.83,6.93,7.01
2022,42,2022-10-17,6.83,70.92,10.3821,69.45,70.69,72.51,6.69,6.81,6.98
2022,43,2022-10-24,6.76,69.99,10.3471,67.6,69.61,72.78,6.53,6.73,7.03
2022,44,2022-10-31,6.61,67.78,10.2563,64.4,66.81,71.92,6.28,6.51,7.01
2022,45,2022-11-07,6.44,66.31,10.2964,62.69,65.33,70.88,6.09,6.34,6.88
2022,46,2022-11-14,6.79,70.69,10.4046,67.57,69.71,75.15,6.49,6.7,7.22
2022,47,2022-11-21,7.75,80.51,10.3884,76.53,79.9,85.72,7.37,7.69,8.25
2022,48,2022-11-28,8.01,82.45,10.2942,79.12,81.59,87.05,7.69,7.93,8.46
2022,49,2022-12-05,7.55,78.97,10.4651,76.47,78.43,82.38,7.31,7.49,7.87
2022,50,2022-12-12,7.46,78.02,10.4539,74.6,77.8,81.83,7.14,7.44,7.83
2022,51,2022-12-19,7.24,75.77,10.4639,72.88,75.19,79.62,6.96,7.19,7.61
2022,52,2022-12-26,8.25,86.62,10.5007,82.3,85.97,91.88,7.84,8.19,8.75
2023,1,2023-01-02,8.37,89.2,10.6623,83.83,87.88,96.26,7.86,8.24,9.03
2023,2,2023-01-09,9.06,96.86,10.6889,91.96,95.25,103.8,8.6,8.91,9.71
2023,3,2023-01-16,8.39,89.83,10.7111,86.06,88.84,94.01,8.03,8.29,8.78
2023,4,2023-01-23,8.05,86.46,10.7429,83.18,86.25,89.44,7.74,8.03,8.33
2023,5,2023-01-30,8.34,90.92,10.8979,88.57,90.63,93.3,8.13,8.32,8.56
2023,6,2023-02-06,8.29,91.11,10.9955,89.07,90.89,93.03,8.1,8.27,8.46
2023,7,2023-02-13,9.18,100.26,10.9169,97.31,100.45,102.42,8.91,9.2,9.38
2023,8,2023-02-20,10.67,116.84,10.9546,112.6,116.11,122.81,10.28,10.6,11.21
2023,9,2023-02-27,11.25,123.99,11.0235,118.5,123.33,131.15,10.75,11.19,11.9
2023,10,2023-03-06,11.1,124.51,11.2173,119.54,124.86,130.11,10.66,11.13,11.6
2023,11,2023-03-13,11.27,128.34,11.387,124.52,127.41,134.36,10.94,11.19,11.8
2023,12,2023-03-20,10.56,119.62,11.3312,116.33,119.29,123.74,10.27,10.53,10.92
2023,13,2023-03-27,9.88,112.04,11.3427,110.61,111.67,114.12,9.75,9.85,10.06
2023,14,2023-04-03,9.98,112.67,11.295,109.97,112.88,115.7,9.74,9.99,10.24
2023,15,2023-04-10,10.53,120.73,11.4693,118.58,120.36,124.66,10.34,10.49,10.87
2023,16,2023-04-17,10.76,123.96,11.5239,118.05,124.15,130.23,10.24,10.77,11.3
2023,17,2023-04-24,9.8,114.85,11.7138,106.51,114.93,123.65,9.09,9.81,10.56
2023,18,2023-05-01,9.6,113.25,11.7914,106.11,113.16,120.7,9.0,9.6,10.24
2023,19,2023-05-08,9.2,106.45,11.5646,98.28,104.13,117.29,8.5,9.0,10.14
