Year,Week,time,FPI EUR,FPI NOK,Currency,3-4 Kg,4-5 Kg,5-6 Kg,3-4 Kg EUR,4-5 Kg EUR,5-6 Kg EUR
2006,1,2006-01-02,3.11,24.71,7.9475,,,,,,
2006,2,2006-01-09,3.13,25.05,8.0145,,,,,,
2006,3,2006-01-16,3.32,26.89,8.0986,,,,,,
2006,4,2006-01-23,3.58,28.84,8.0567,,,,,,
2006,5,2006-01-30,3.29,26.52,8.0702,,,,,,
2006,6,2006-02-06,3.25,26.16,8.0402,,,,,,
2006,7,2006-02-13,3.22,26.07,8.1085,,,,,,
2006,8,2006-02-20,3.35,26.96,8.052,,,,,,
2006,9,2006-02-27,3.55,28.48,8.0202,,,,,,
2006,10,2006-03-06,3.77,30.1,7.9942,,,,,,
2006,11,2006-03-13,3.87,30.89,7.9759,,,,,,
2006,12,2006-03-20,4.0,31.86,7.9572,,,,,,
2006,13,2006-03-27,4.38,34.85,7.959,,,,,,
2006,14,2006-04-03,4.65,36.65,7.89,,,,,,
2006,15,2006-04-10,4.56,35.85,7.86,,,,,,
2006,16,2006-04-17,4.54,35.51,7.83,,,,,,
2006,17,2006-04-24,4.66,36.43,7.81,,,,,,
2006,18,2006-05-01,4.89,37.98,7.76,,,,,,
2006,19,2006-05-08,4.75,36.98,7.78,,,,,,
2006,20,2006-05-15,4.82,37.72,7.82,,,,,,
2006,21,2006-05-22,5.26,41.14,7.82,,,,,,
2006,22,2006-05-29,5.4,42.13,7.8,,,,,,
2006,23,2006-06-05,5.38,41.94,7.8,,,,,,
2006,24,2006-06-12,5.46,42.75,7.83,,,,,,
2006,25,2006-06-19,5.64,44.65,7.91,,,,,,
2006,26,2006-06-26,5.65,44.77,7.92,,,,,,
2006,27,2006-07-03,4.87,38.8,7.96,,,,,,
2006,28,2006-07-10,4.85,38.58,7.95,,,,,,
2006,29,2006-07-17,5.0,39.63,7.93,,,,,,
2006,30,2006-07-24,4.79,37.96,7.92,,,,,,
2006,31,2006-07-31,4.78,37.65,7.87,,,,,,
2006,32,2006-08-07,4.73,37.5,7.93,,,,,,
2006,33,2006-08-14,4.61,37.04,8.04,,,,,,
2006,34,2006-08-21,4.48,36.09,8.05,,,,,,
2006,35,2006-08-28,4.02,32.44,8.07,,,,,,
2006,36,2006-09-04,3.73,30.44,8.16,,,,,,
2006,37,2006-09-11,3.65,30.36,8.32,,,,,,
2006,38,2006-09-18,3.6,29.81,8.29,,,,,,
2006,39,2006-09-25,3.36,27.87,8.29,,,,,,
2006,40,2006-10-02,3.15,26.42,8.39,,,,,,
2006,41,2006-10-09,3.23,27.21,8.42,,,,,,
2006,42,2006-10-16,3.34,28.29,8.46,,,,,,
2006,43,2006-10-23,3.28,27.35,8.35,,,,,,
2006,44,2006-10-30,3.11,25.79,8.29,,,,,,
2006,45,2006-11-06,3.05,25.13,8.24,,,,,,
2006,46,2006-11-13,3.07,25.24,8.23,,,,,,
2006,47,2006-11-20,3.31,27.35,8.26,,,,,,
2006,48,2006-11-27,3.38,27.84,8.23,,,,,,
2006,49,2006-12-04,3.28,26.69,8.13,,,,,,
2006,50,2006-12-11,3.21,26.09,8.14,,,,,,
2006,51,2006-12-18,3.2,26.12,8.16,,,,,,
2006,52,2006-12-25,3.3,27.12,8.23,,,,,,
2007,1,2007-01-01,3.37,27.81,8.25,,,,,,
2007,2,2007-01-08,3.37,27.93,8.3,,,,,,
2007,3,2007-01-15,3.46,28.86,8.34,,,,,,
2007,4,2007-01-22,3.33,27.55,8.28,,,,,,
2007,5,2007-01-29,3.19,26.01,8.15,,,,,,
2007,6,2007-02-05,3.19,25.9,8.11,,,,,,
2007,7,2007-02-12,3.51,28.37,8.08,,,,,,
2007,8,2007-02-19,3.86,31.11,8.06,,,,,,
2007,9,2007-02-26,3.47,28.07,8.09,,,,,,
2007,10,2007-03-05,3.42,27.89,8.15,,,,,,
2007,11,2007-03-12,3.61,29.29,8.11,,,,,,
2007,12,2007-03-19,3.57,29.12,8.16,,,,,,
2007,13,2007-03-26,3.48,28.27,8.12,,,,,,
2007,14,2007-04-02,3.52,28.75,8.17,,,,,,
2007,15,2007-04-09,3.68,29.84,8.1,,,,,,
2007,16,2007-04-16,3.55,28.73,8.1,,,,,,
2007,17,2007-04-23,3.29,26.76,8.13,,,,,,
2007,18,2007-04-30,3.3,26.79,8.13,,,,,,
2007,19,2007-05-07,3.25,26.48,8.15,,,,,,
2007,20,2007-05-14,3.14,25.65,8.18,,,,,,
2007,21,2007-05-21,3.08,25.0,8.12,,,,,,
2007,22,2007-05-28,3.11,25.25,8.11,,,,,,
2007,23,2007-06-04,3.12,25.23,8.09,,,,,,
2007,24,2007-06-11,3.02,24.52,8.11,,,,,,
2007,25,2007-06-18,2.83,22.79,8.05,,,,,,
2007,26,2007-06-25,2.73,21.77,7.98,,,,,,
2007,27,2007-07-02,2.8,22.26,7.94,,,,,,
2007,28,2007-07-09,2.97,23.56,7.94,,,,,,
2007,29,2007-07-16,3.1,24.51,7.9,,,,,,
2007,30,2007-07-23,3.09,24.57,7.96,,,,,,
2007,31,2007-07-30,3.15,25.11,7.97,,,,,,
2007,32,2007-08-06,3.4,27.06,7.96,,,,,,
2007,33,2007-08-13,3.54,28.28,8.0,,,,,,
2007,34,2007-08-20,3.34,26.64,7.98,,,,,,
2007,35,2007-08-27,3.22,25.62,7.95,,,,,,
2007,36,2007-09-03,3.3,26.15,7.92,,,,,,
2007,37,2007-09-10,3.25,25.49,7.85,,,,,,
2007,38,2007-09-17,3.08,23.97,7.79,,,,,,
2007,39,2007-09-24,2.9,22.56,7.77,,,,,,
2007,40,2007-10-01,3.09,23.77,7.69,,,,,,
2007,41,2007-10-08,3.02,23.2,7.68,,,,,,
2007,42,2007-10-15,2.88,22.1,7.67,,,,,,
2007,43,2007-10-22,2.78,21.47,7.72,,,,,,
2007,44,2007-10-29,2.71,21.09,7.78,,,,,,
2007,45,2007-11-05,2.73,21.21,7.78,,,,,,
2007,46,2007-11-12,2.89,22.98,7.95,,,,,,
2007,47,2007-11-19,3.07,24.68,8.04,,,,,,
2007,48,2007-11-26,3.01,24.37,8.09,,,,,,
2007,49,2007-12-03,2.96,23.87,8.07,,,,,,
2007,50,2007-12-10,3.0,23.88,7.97,,,,,,
2007,51,2007-12-17,3.29,26.41,8.02,,,,,,
2007,52,2007-12-24,3.75,29.93,7.98,,,,,,
2008,1,2008-01-07,3.73,29.61,7.93,,,,,,
2008,2,2008-01-14,3.49,27.41,7.86,,,,,,
2008,3,2008-01-21,3.09,24.46,7.91,,,,,,
2008,4,2008-01-28,2.94,23.67,8.04,,,,,,
2008,5,2008-02-04,2.96,23.8,8.05,,,,,,
2008,6,2008-02-11,3.03,24.38,8.04,,,,,,
2008,7,2008-02-18,3.2,25.5,7.98,,,,,,
2008,8,2008-02-25,3.16,24.88,7.88,,,,,,
2008,9,2008-03-03,2.99,23.56,7.88,,,,,,
2008,10,2008-03-10,3.17,24.96,7.88,,,,,,
2008,11,2008-03-17,3.4,26.93,7.91,,,,,,
2008,12,2008-03-24,3.51,28.24,8.05,,,,,,
2008,13,2008-03-31,3.3,26.58,8.05,,,,,,
2008,14,2008-04-07,3.18,25.55,8.04,,,,,,
2008,15,2008-04-14,3.14,24.99,7.95,,,,,,
2008,16,2008-04-21,3.09,24.48,7.92,,,,,,
2008,17,2008-04-28,3.05,24.26,7.96,,,,,,
2008,18,2008-05-05,3.33,26.54,7.96,,,,,,
2008,19,2008-05-12,3.65,28.75,7.87,,,,,,
2008,20,2008-05-19,3.41,26.73,7.85,,,,,,
2008,21,2008-05-26,3.16,24.79,7.84,,,,,,
2008,22,2008-06-02,3.03,23.85,7.88,,,,,,
2008,23,2008-06-09,3.09,24.58,7.96,,,,,,
2008,24,2008-06-16,3.46,27.7,8.0,,,,,,
2008,25,2008-06-23,3.41,27.42,8.04,,,,,,
2008,26,2008-06-30,3.12,24.83,7.97,,,,,,
2008,27,2008-07-07,3.24,26.01,8.02,,,,,,
2008,28,2008-07-14,3.68,29.58,8.03,,,,,,
2008,29,2008-07-21,3.84,30.96,8.06,,,,,,
2008,30,2008-07-28,3.62,29.23,8.08,,,,,,
2008,31,2008-08-04,3.48,27.97,8.04,,,,,,
2008,32,2008-08-11,3.74,29.93,8.01,,,,,,
2008,33,2008-08-18,3.87,30.92,8.0,,,,,,
2008,34,2008-08-25,3.45,27.44,7.95,,,,,,
2008,35,2008-09-01,3.24,25.7,7.93,,,,,,
2008,36,2008-09-08,3.49,27.88,8.0,,,,,,
2008,37,2008-09-15,3.73,30.07,8.06,,,,,,
2008,38,2008-09-22,3.3,27.26,8.26,,,,,,
2008,39,2008-09-29,3.13,25.75,8.24,,,,,,
2008,40,2008-10-06,3.0,24.93,8.3,,,,,,
2008,41,2008-10-13,3.03,25.42,8.38,,,,,,
2008,42,2008-10-20,2.99,25.84,8.65,,,,,,
2008,43,2008-10-27,2.86,25.52,8.93,,,,,,
2008,44,2008-11-03,2.98,25.64,8.59,,,,,,
2008,45,2008-11-10,2.83,24.4,8.63,,,,,,
2008,46,2008-11-17,2.73,23.94,8.77,,,,,,
2008,47,2008-11-24,2.77,24.58,8.87,,,,,,
2008,48,2008-12-01,3.09,27.71,8.97,,,,,,
2008,49,2008-12-08,2.93,26.37,8.99,,,,,,
2008,50,2008-12-15,2.69,24.68,9.16,,,,,,
2008,51,2008-12-22,2.68,25.72,9.61,,,,,,
2008,52,2008-12-29,2.93,28.78,9.81,,,,,,
2009,1,2009-01-05,3.0,29.51,9.84,,,,,,
2009,2,2009-01-12,3.01,28.34,9.43,,,,,,
2009,3,2009-01-19,2.87,26.99,9.39,,,,,,
2009,4,2009-01-26,2.97,27.0,9.08,,,,,,
2009,5,2009-02-02,3.17,28.09,8.87,,,,,,
2009,6,2009-02-09,3.2,28.43,8.88,,,,,,
2009,7,2009-02-16,3.04,26.45,8.71,,,,,,
2009,8,2009-02-23,3.14,27.53,8.77,,,,,,
2009,9,2009-03-02,3.41,29.93,8.77,,,,,,
2009,10,2009-03-09,3.22,28.86,8.97,,,,,,
2009,11,2009-03-16,3.47,30.81,8.89,,,,,,
2009,12,2009-03-23,3.57,31.16,8.74,,,,,,
2009,13,2009-03-30,3.35,29.24,8.72,,,,,,
2009,14,2009-04-06,3.4,30.18,8.87,,,,,,
2009,15,2009-04-13,3.89,34.32,8.83,,,,,,
2009,16,2009-04-20,3.73,32.85,8.8,,,,,,
2009,17,2009-04-27,3.67,32.09,8.75,,,,,,
2009,18,2009-05-04,3.79,33.16,8.75,,,,,,
2009,19,2009-05-11,4.02,34.87,8.67,,,,,,
2009,20,2009-05-18,4.05,35.63,8.79,,,,,,
2009,21,2009-05-25,4.6,40.52,8.8,,,,,,
2009,22,2009-06-01,4.32,38.48,8.9,,,,,,
2009,23,2009-06-08,3.76,33.39,8.89,,,,,,
2009,24,2009-06-15,4.13,36.8,8.9,,,,,,
2009,25,2009-06-22,4.39,39.11,8.9,,,,,,
2009,26,2009-06-29,4.15,37.5,9.04,,,,,,
2009,27,2009-07-06,4.17,37.5,8.99,,,,,,
2009,28,2009-07-13,4.18,37.91,9.07,,,,,,
2009,29,2009-07-20,4.49,40.49,9.02,,,,,,
2009,30,2009-07-27,4.45,39.73,8.93,,,,,,
2009,31,2009-08-03,3.87,33.9,8.76,,,,,,
2009,32,2009-08-10,3.5,30.39,8.69,,,,,,
2009,33,2009-08-17,3.41,29.67,8.7,,,,,,
2009,34,2009-08-24,3.33,28.81,8.64,,,,,,
2009,35,2009-08-31,3.16,27.25,8.62,,,,,,
2009,36,2009-09-07,3.38,29.15,8.63,,,,,,
2009,37,2009-09-14,3.57,30.76,8.61,,,,,,
2009,38,2009-09-21,3.36,29.0,8.64,,,,,,
2009,39,2009-09-28,3.14,26.95,8.57,,,,,,
2009,40,2009-10-05,3.21,27.19,8.48,,,,,,
2009,41,2009-10-12,3.2,26.78,8.37,,,,,,
2009,42,2009-10-19,3.08,25.65,8.32,,,,,,
2009,43,2009-10-26,2.93,24.38,8.33,,,,,,
2009,44,2009-11-02,3.22,27.01,8.38,,,,,,
2009,45,2009-11-09,3.21,27.1,8.45,,,,,,
2009,46,2009-11-16,3.3,27.69,8.38,,,,,,
2009,47,2009-11-23,3.33,27.86,8.37,,,,,,
2009,48,2009-11-30,3.39,28.55,8.43,,,,,,
2009,49,2009-12-07,3.27,27.73,8.47,,,,,,
2009,50,2009-12-14,3.34,28.26,8.46,,,,,,
2009,51,2009-12-21,3.43,28.84,8.42,,,,,,
2009,52,2009-12-28,3.64,30.42,8.36,,,,,,
2009,53,2010-01-04,3.66,30.47,8.33,,,,,,
2009,53,2010-01-04,3.66,30.47,8.2,,,,,,
2010,1,2010-01-04,3.54,29.0,8.33,,,,,,
2010,1,2010-01-04,3.54,29.0,8.2,,,,,,
2010,2,2010-01-11,3.35,27.3,8.16,,,,,,
2010,3,2010-01-18,3.53,28.74,8.15,,,,,,
2010,4,2010-01-25,3.62,29.68,8.21,,,,,,
2010,5,2010-02-01,3.82,31.26,8.18,,,,,,
2010,6,2010-02-08,4.36,35.42,8.12,,,,,,
2010,7,2010-02-15,4.52,36.42,8.06,,,,,,
2010,8,2010-02-22,4.2,33.75,8.03,,,,,,
2010,9,2010-03-01,4.57,36.85,8.06,,,,,,
2010,10,2010-03-08,4.58,36.75,8.03,,,,,,
2010,11,2010-03-15,4.74,37.93,8.0,,,,,,
2010,12,2010-03-22,4.4,35.45,8.06,,,,,,
2010,13,2010-03-29,4.85,39.07,8.05,,,,,,
2010,14,2010-04-05,5.0,39.86,7.97,,,,,,
2010,15,2010-04-12,5.09,40.59,7.98,,,,,,
2010,16,2010-04-19,4.82,38.19,7.92,,,,,,
2010,17,2010-04-26,4.97,38.98,7.85,,,,,,
2010,18,2010-05-03,5.04,39.52,7.84,,,,,,
2010,19,2010-05-10,5.13,40.1,7.81,,,,,,
2010,20,2010-05-17,5.44,43.1,7.93,,,,,,
2010,21,2010-05-24,5.28,42.33,8.01,,,,,,
2010,22,2010-05-31,4.76,37.58,7.9,,,,,,
2010,23,2010-06-07,4.77,37.72,7.91,,,,,,
2010,24,2010-06-14,4.96,38.99,7.86,,,,,,
2010,25,2010-06-21,5.23,41.51,7.94,,,,,,
2010,26,2010-06-28,5.04,40.3,7.99,,,,,,
2010,27,2010-07-05,5.15,41.53,8.07,,,,,,
2010,28,2010-07-12,5.21,41.61,7.98,,,,,,
2010,29,2010-07-19,4.75,38.27,8.05,,,,,,
2010,30,2010-07-26,4.74,37.8,7.98,,,,,,
2010,31,2010-08-02,4.88,38.49,7.88,,,,,,
2010,32,2010-08-09,5.12,40.64,7.93,,,,,,
2010,33,2010-08-16,5.45,43.2,7.93,,,,,,
2010,34,2010-08-23,5.03,40.1,7.97,,,,,,
2010,35,2010-08-30,4.68,37.12,7.94,,,,,,
2010,36,2010-09-06,4.51,35.51,7.88,,,,,,
2010,37,2010-09-13,4.48,35.47,7.91,,,,,,
2010,38,2010-09-20,4.75,37.65,7.93,,,,,,
2010,39,2010-09-27,4.6,36.69,7.97,,,,,,
2010,40,2010-10-04,4.32,34.79,8.06,,,,,,
2010,41,2010-10-11,4.69,38.04,8.11,,,,,,
2010,42,2010-10-18,4.6,37.46,8.15,,,,,,
2010,43,2010-10-25,4.19,34.08,8.14,,,,,,
2010,44,2010-11-01,4.39,35.81,8.16,,,,,,
2010,45,2010-11-08,4.19,33.87,8.09,,,,,,
2010,46,2010-11-15,4.37,35.69,8.17,,,,,,
2010,47,2010-11-22,4.22,34.49,8.17,,,,,,
2010,48,2010-11-29,4.75,38.3,8.07,,,,,,
2010,49,2010-12-06,5.49,43.71,7.96,,,,,,
2010,50,2010-12-13,5.67,44.76,7.9,,,,,,
2010,51,2010-12-20,5.67,44.56,7.86,,,,,,
2010,52,2010-12-27,3.33,25.79,7.75,,,,,,
2011,1,2011-01-03,4.76,37.02,7.77,,,,,,
2011,2,2011-01-10,5.19,40.28,7.76,,,,,,
2011,3,2011-01-17,5.34,41.84,7.84,,,,,,
2011,4,2011-01-24,4.84,38.2,7.89,,,,,,
2011,5,2011-01-31,5.22,41.05,7.87,,,,,,
2011,6,2011-02-07,5.02,39.63,7.89,,,,,,
2011,7,2011-02-14,5.29,41.34,7.82,,,,,,
2011,8,2011-02-21,5.38,41.69,7.75,,,,,,
2011,9,2011-02-28,5.23,40.35,7.72,,,,,,
2011,10,2011-03-07,5.22,40.55,7.77,,,,,,
2011,11,2011-03-14,5.16,40.69,7.88,,,,,,
2011,12,2011-03-21,5.07,40.03,7.89,,,,,,
2011,13,2011-03-28,5.17,40.64,7.86,,,,,,
2011,14,2011-04-04,5.4,42.14,7.8,,,,,,
2011,15,2011-04-11,5.67,44.44,7.84,,,,,,
2011,16,2011-04-18,5.5,42.77,7.78,,,,,,
2011,17,2011-04-25,5.59,43.52,7.79,,,,,,
2011,18,2011-05-02,5.44,42.8,7.87,,,,,,
2011,19,2011-05-09,5.18,40.48,7.82,,,,,,
2011,20,2011-05-16,4.87,38.4,7.88,,,,,,
2011,21,2011-05-23,4.5,35.17,7.81,,,,,,
2011,22,2011-05-30,4.46,34.59,7.76,,,,,,
2011,23,2011-06-06,4.11,32.34,7.86,,,,,,
2011,24,2011-06-13,4.1,32.17,7.84,,,,,,
2011,25,2011-06-20,3.9,30.62,7.86,,,,,,
2011,26,2011-06-27,3.31,25.82,7.79,,,,,,
2011,27,2011-07-04,3.77,29.22,7.75,,,,,,
2011,28,2011-07-11,4.15,32.44,7.81,,,,,,
2011,29,2011-07-18,3.51,27.44,7.82,,,,,,
2011,30,2011-07-25,3.65,28.32,7.75,,,,,,
2011,31,2011-08-01,3.53,27.18,7.71,,,,,,
2011,32,2011-08-08,3.55,27.7,7.81,,,,,,
2011,33,2011-08-15,3.45,27.07,7.84,,,,,,
2011,34,2011-08-22,3.04,23.73,7.81,,,,,,
2011,35,2011-08-29,3.28,25.34,7.73,,,,,,
2011,36,2011-09-05,3.32,25.17,7.58,,,,,,
2011,37,2011-09-12,3.01,23.24,7.71,,,,,,
2011,38,2011-09-19,3.12,24.29,7.79,,,,,,
2011,39,2011-09-26,2.95,23.08,7.83,,,,,,
2011,40,2011-10-03,2.8,21.9,7.82,,,,,,
2011,41,2011-10-10,2.75,21.36,7.77,,,,,,
2011,42,2011-10-17,2.63,20.3,7.73,,,,,,
2011,43,2011-10-24,2.47,18.99,7.68,,,,,,
2011,44,2011-10-31,2.89,22.4,7.74,,,,,,
2011,45,2011-11-07,3.06,23.68,7.75,,,,,,
2011,46,2011-11-14,2.85,22.26,7.8,,,,,,
2011,47,2011-11-21,3.2,25.09,7.83,,,,,,
2011,48,2011-11-28,3.22,25.11,7.8,,,,,,
2011,49,2011-12-05,3.11,23.91,7.7,,,,,,
2011,50,2011-12-12,3.59,27.8,7.75,,,,,,
2011,51,2011-12-19,3.33,25.79,7.75,,,,,,
2011,52,2011-12-26,3.23,25.13,7.78,,,,,,
2012,1,2012-01-02,3.14,24.21,7.71,,,,,,
2012,2,2012-01-09,3.13,24.0,7.67,,,,,,
2012,3,2012-01-16,3.46,26.51,7.67,,,,,,
2012,4,2012-01-23,3.16,24.2,7.66,,,,,,
2012,5,2012-01-30,3.15,24.15,7.66,,,,,,
2012,6,2012-02-06,3.48,26.48,7.62,,,,,,
2012,7,2012-02-13,3.61,27.23,7.54,,,,,,
2012,8,2012-02-20,3.91,29.27,7.49,,,,,,
2012,9,2012-02-27,3.78,28.13,7.45,,,,,,
2012,10,2012-03-05,3.73,27.72,7.44,,,,,,
2012,11,2012-03-12,3.74,28.11,7.52,,,,,,
2012,12,2012-03-19,3.65,27.73,7.6,,,,,,
2012,13,2012-03-26,3.35,25.52,7.61,,,,,,
2012,14,2012-04-02,3.73,28.2,7.56,,,,,,
2012,15,2012-04-09,3.73,28.33,7.6,,,,,,
2012,16,2012-04-16,3.64,27.51,7.55,,,,,,
2012,17,2012-04-23,3.68,27.82,7.57,,,,,,
2012,18,2012-04-30,3.69,27.86,7.56,,,,,,
2012,19,2012-05-07,3.68,27.83,7.57,,,,,,
2012,20,2012-05-14,4.07,30.94,7.61,,,,,,
2012,21,2012-05-21,3.8,28.79,7.57,,,,,,
2012,22,2012-05-28,3.67,27.65,7.53,,,,,,
2012,23,2012-06-04,3.36,25.53,7.6,,,,,,
2012,24,2012-06-11,3.29,24.76,7.53,,,,,,
2012,25,2012-06-18,3.51,26.33,7.51,,,,,,
2012,26,2012-06-25,3.35,25.18,7.52,,,,,,
2012,27,2012-07-02,3.53,26.5,7.51,,,,,,
2012,28,2012-07-09,3.43,25.62,7.47,,,,,,
2012,29,2012-07-16,3.38,25.24,7.46,,,,,,
2012,30,2012-07-23,3.39,25.11,7.4,,,,,,
2012,31,2012-07-30,3.51,25.97,7.4,,,,,,
2012,32,2012-08-06,3.66,26.76,7.32,,,,,,
2012,33,2012-08-13,3.54,25.9,7.31,,,,,,
2012,34,2012-08-20,3.55,26.0,7.33,,,,,,
2012,35,2012-08-27,3.74,27.27,7.29,,,,,,
2012,36,2012-09-03,3.74,27.39,7.33,,,,,,
2012,37,2012-09-10,3.47,25.74,7.41,,,,,,
2012,38,2012-09-17,3.32,24.72,7.44,,,,,,
2012,39,2012-09-24,3.03,22.43,7.4,,,,,,
2012,40,2012-10-01,3.06,22.65,7.4,,,,,,
2012,41,2012-10-08,3.48,25.76,7.4,,,,,,
2012,42,2012-10-15,3.4,25.14,7.39,,,,,,
2012,43,2012-10-22,3.16,23.48,7.43,,,,,,
2012,44,2012-10-29,3.52,26.08,7.4,,,,,,
2012,45,2012-11-05,3.4,24.9,7.32,,,,,,
2012,46,2012-11-12,3.67,26.92,7.34,,,,,,
2012,47,2012-11-19,3.52,25.81,7.34,,,,,,
2012,48,2012-11-26,3.59,26.42,7.35,,,,,,
2012,49,2012-12-03,3.89,28.58,7.34,,,,,,
2012,50,2012-12-10,4.15,30.45,7.34,,,,,,
2012,51,2012-12-17,3.81,28.07,7.36,,,,,,
2012,52,2012-12-24,4.42,32.48,7.3567,,,,,,
2013,1,2013-01-07,4.42,32.33,7.31,31.85,31.9,31.91,4.36,4.36,4.37
2013,2,2013-01-14,4.43,32.46,7.32,32.19,32.39,32.29,4.4,4.42,4.41
2013,3,2013-01-21,4.63,34.34,7.41,34.36,34.38,34.41,4.64,4.64,4.64
2013,4,2013-01-28,4.91,36.51,7.43,36.75,36.82,36.84,4.95,4.96,4.96
2013,5,2013-02-04,4.6,34.18,7.43,34.0,34.04,34.02,4.58,4.58,4.58
2013,6,2013-02-11,4.61,34.22,7.42,34.32,34.32,34.28,4.63,4.63,4.62
2013,7,2013-02-18,4.9,36.13,7.38,36.43,36.51,36.53,4.94,4.95,4.95
2013,8,2013-02-25,4.93,36.64,7.43,36.75,36.77,36.69,4.95,4.95,4.94
2013,9,2013-03-04,5.18,38.72,7.47,38.68,38.73,38.79,5.18,5.18,5.19
2013,10,2013-03-11,5.22,38.8,7.43,38.67,38.8,38.78,5.2,5.22,5.22
2013,11,2013-03-18,4.95,37.05,7.48,36.19,36.85,36.91,4.84,4.93,4.93
2013,12,2013-03-25,4.78,36.02,7.53,35.47,36.22,36.31,4.71,4.81,4.82
2013,13,2013-04-01,4.93,36.97,7.5,35.9,37.06,37.24,4.79,4.94,4.97
2013,14,2013-04-08,5.28,39.34,7.45,39.7,40.53,40.85,5.33,5.44,5.48
2013,15,2013-04-15,5.59,41.85,7.48,41.75,42.91,43.17,5.58,5.74,5.77
2013,16,2013-04-22,5.69,42.99,7.55,42.73,43.94,44.74,5.66,5.82,5.93
2013,17,2013-04-29,5.54,42.38,7.65,42.54,43.54,44.23,5.56,5.69,5.78
2013,18,2013-05-06,5.51,41.88,7.6,41.52,42.76,43.34,5.46,5.63,5.7
2013,19,2013-05-13,5.51,41.86,7.6,41.17,42.74,43.72,5.42,5.62,5.75
2013,20,2013-05-20,5.7,42.96,7.54,42.18,43.83,44.87,5.59,5.81,5.95
2013,21,2013-05-27,5.83,43.78,7.51,43.31,44.58,44.97,5.77,5.94,5.99
2013,22,2013-06-03,5.39,40.91,7.59,40.39,41.56,42.02,5.32,5.48,5.54
2013,23,2013-06-10,5.22,39.67,7.6,39.29,40.71,41.24,5.17,5.36,5.43
2013,24,2013-06-17,5.08,38.94,7.66,38.68,39.8,40.44,5.05,5.2,5.28
2013,25,2013-06-24,5.3,41.1,7.75,40.77,42.28,42.97,5.26,5.46,5.54
2013,26,2013-07-01,5.62,44.64,7.95,44.32,46.13,47.27,5.57,5.8,5.95
2013,27,2013-07-08,5.71,45.28,7.93,44.02,46.21,48.07,5.55,5.83,6.06
2013,28,2013-07-15,5.67,44.87,7.91,42.36,46.49,48.53,5.36,5.88,6.14
2013,29,2013-07-22,5.85,46.06,7.88,43.42,46.83,50.43,5.51,5.94,6.4
2013,30,2013-07-29,5.58,43.61,7.82,39.64,43.75,49.5,5.07,5.59,6.33
2013,31,2013-08-05,5.17,40.67,7.86,36.0,40.11,47.84,4.58,5.1,6.09
2013,32,2013-08-12,5.19,40.8,7.86,35.94,40.19,49.33,4.57,5.11,6.28
2013,33,2013-08-19,5.66,44.28,7.83,38.79,44.01,53.18,4.95,5.62,6.79
2013,34,2013-08-26,5.35,42.99,8.03,39.2,43.14,48.99,4.88,5.37,6.1
2013,35,2013-09-02,4.71,37.96,8.06,35.91,38.4,41.8,4.46,4.76,5.19
2013,36,2013-09-09,4.52,36.24,8.01,34.14,36.15,38.76,4.26,4.51,4.84
2013,37,2013-09-16,4.04,31.88,7.89,30.78,32.0,32.83,3.9,4.06,4.16
2013,38,2013-09-23,3.56,28.13,7.9,27.69,28.58,29.6,3.51,3.62,3.75
2013,39,2013-09-30,3.96,31.89,8.06,31.22,32.62,34.03,3.87,4.05,4.22
2013,40,2013-10-07,4.3,34.91,8.12,34.21,35.33,36.58,4.21,4.35,4.5
2013,41,2013-10-14,4.21,34.21,8.13,33.83,34.85,35.88,4.16,4.29,4.41
2013,42,2013-10-21,4.64,37.66,8.12,37.55,38.58,39.18,4.62,4.75,4.83
2013,43,2013-10-28,4.66,37.84,8.12,38.0,38.8,39.09,4.68,4.78,4.81
2013,44,2013-11-04,4.83,39.09,8.1,38.99,39.84,40.28,4.81,4.92,4.97
2013,45,2013-11-11,4.7,37.91,8.06,37.91,38.64,38.74,4.7,4.79,4.81
2013,46,2013-11-18,4.44,36.82,8.29,37.46,37.81,37.87,4.52,4.56,4.57
2013,47,2013-11-25,4.75,39.12,8.23,39.24,39.98,40.23,4.77,4.86,4.89
2013,48,2013-12-02,4.81,39.86,8.28,40.42,40.93,40.95,4.88,4.94,4.95
2013,49,2013-12-09,5.57,46.54,8.35,47.27,48.18,48.16,5.66,5.77,5.77
2013,50,2013-12-16,5.95,50.18,8.44,50.47,51.61,52.08,5.98,6.11,6.17
2013,51,2013-12-23,5.83,49.0,8.41,49.26,49.83,50.53,5.86,5.93,6.01
2013,52,2013-12-30,6.27,52.81,8.42,52.83,53.83,55.17,6.27,6.39,6.55
2014,1,2014-01-06,5.7,51.5,9.04,52.21,53.2,53.46,5.78,5.88,5.91
2014,2,2014-01-13,5.84,49.02,8.4,49.08,50.17,50.27,5.84,5.97,5.98
2014,3,2014-01-20,5.88,49.17,8.36,49.19,49.83,50.72,5.88,5.96,6.07
2014,4,2014-01-27,5.98,50.09,8.37,49.37,51.0,52.15,5.9,6.09,6.23
2014,5,2014-02-03,5.58,47.15,8.45,47.07,48.33,48.88,5.57,5.72,5.78
2014,6,2014-02-10,5.36,45.3,8.45,45.15,46.21,47.19,5.34,5.47,5.58
2014,7,2014-02-17,5.89,49.14,8.35,48.86,49.78,50.6,5.85,5.96,6.06
2014,8,2014-02-24,5.87,48.96,8.34,48.68,49.89,50.27,5.84,5.98,6.03
